filename,width,height,class,xmin,ymin,xmax,ymax
1-fps-2_00045_jpeg_jpg.rf.024d4573e1a8ce924d9e5de16bfa01e9.jpg,398,224,player,114,134,133,167
1-fps-2_00045_jpeg_jpg.rf.024d4573e1a8ce924d9e5de16bfa01e9.jpg,398,224,football,95,138,104,147
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,113,37,126,56
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,168,20,178,39
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,327,36,338,60
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,204,66,215,88
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,188,91,202,117
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,74,97,87,123
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,84,149,99,178
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,51,83,64,105
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,46,74,56,97
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,206,88,218,112
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,player,236,73,247,92
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,referee,40,100,53,126
1-fps-2_00005_jpeg_jpg.rf.017542df0a9b465349d4bb286d6ee3f9.jpg,398,224,football,243,90,250,96
1-fps-2_00038_jpeg_jpg.rf.073d52d4e3a48453caf75c3625732ec2.jpg,398,224,player,43,120,56,152
1-fps-2_00038_jpeg_jpg.rf.073d52d4e3a48453caf75c3625732ec2.jpg,398,224,player,58,142,71,172
1-fps-2_00038_jpeg_jpg.rf.073d52d4e3a48453caf75c3625732ec2.jpg,398,224,player,243,113,261,146
1-fps-2_00038_jpeg_jpg.rf.073d52d4e3a48453caf75c3625732ec2.jpg,398,224,player,328,87,341,116
1-fps-2_00038_jpeg_jpg.rf.073d52d4e3a48453caf75c3625732ec2.jpg,398,224,player,368,33,380,56
1-fps-2_00038_jpeg_jpg.rf.073d52d4e3a48453caf75c3625732ec2.jpg,398,224,player,206,62,217,85
1-fps-2_00038_jpeg_jpg.rf.073d52d4e3a48453caf75c3625732ec2.jpg,398,224,player,136,65,147,86
1-fps-2_00038_jpeg_jpg.rf.073d52d4e3a48453caf75c3625732ec2.jpg,398,224,football,147,83,155,89
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,390,240,448,332
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,391,319,457,418
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,663,331,717,437
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,796,324,846,426
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,1245,276,1280,393
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,599,265,657,356
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,755,228,797,319
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,788,261,849,358
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,player,250,374,323,479
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00055_jpeg_jpg.rf.016da73664243bad07c68ede13a585c9.jpg,1280,720,football,224,449,253,477
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,player,51,125,70,161
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,player,190,53,205,77
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,player,228,54,246,80
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,player,261,31,277,54
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,player,261,85,279,116
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,player,272,135,289,170
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,player,298,134,312,174
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,player,145,132,160,161
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,player,159,129,171,159
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,referee,368,108,387,143
1-fps-2_00049_jpeg_jpg.rf.0dba8e746d7b9d95ff115c5425178a21.jpg,398,224,football,169,144,177,152
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,257,558,315,644
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,527,585,572,687
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,541,526,594,598
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,683,401,729,477
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,774,306,819,376
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,1099,158,1148,213
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,850,408,887,483
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,790,422,838,502
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,429,275,462,339
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,326,249,375,304
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,432,171,469,240
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,player,577,204,627,260
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,referee,167,316,207,384
yt1s-com---Resume-Tottenham-20-West-Bromwich-Premier-League-J23_720p-fps-2_00008_jpeg_jpg.rf.0e903fc079bd684ca8ba83552e036571.jpg,1280,720,football,885,449,903,472
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,81,221,122,310
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,173,233,209,319
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,179,349,238,461
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,349,146,385,213
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,486,281,529,367
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,859,172,899,252
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,854,379,911,485
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,880,517,950,644
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,player,932,384,980,487
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,referee,1,326,49,421
yt1s-com---Resume-Liverpool-14-Manchester-City-Premier-League-J23-fps-2_00008_jpeg_jpg.rf.1255ddd887ca9a46988f950dc868daaa.jpg,1280,720,football,521,260,547,287
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,player,24,141,42,174
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,player,61,124,74,159
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,player,149,59,162,81
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,player,298,60,314,81
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,player,391,38,398,62
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,player,326,97,340,128
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,player,254,122,272,156
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,player,61,202,79,224
1-fps-2_00036_jpeg_jpg.rf.1ec0d97bec4830cd562966666061fee2.jpg,398,224,football,147,80,154,86
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,14,138,27,171
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,116,173,136,207
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,59,95,79,126
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,88,70,101,97
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,167,75,179,103
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,181,48,192,70
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,191,55,204,77
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,214,47,226,64
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,189,89,202,118
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,220,109,237,138
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,218,94,229,112
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,284,52,294,73
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,320,85,338,113
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,341,52,355,73
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,384,47,397,73
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,358,82,372,111
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,player,372,177,391,217
1-fps-2_00199_jpeg_jpg.rf.129eee62ca834120db0b8dc36dcb325e.jpg,398,224,football,213,61,219,67
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,262,192,282,224
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,148,137,168,171
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,28,146,48,177
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,3,91,17,123
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,9,68,24,95
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,46,74,63,102
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,62,46,73,73
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,70,52,82,82
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,146,62,159,89
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,169,83,184,112
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,208,64,221,90
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,259,59,271,84
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,278,57,290,80
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,362,62,376,88
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,269,39,282,59
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,255,46,266,63
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,player,224,52,237,78
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,referee,275,79,291,109
1-fps-2_00308_jpeg_jpg.rf.1ee7e1ac1b8a8d422028706211535ec1.jpg,398,224,football,228,70,234,77
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,728,345,784,464
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,919,268,965,375
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,1009,225,1077,340
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,423,360,470,476
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,363,413,424,534
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,465,200,514,299
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,455,287,512,387
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,571,245,617,346
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,597,264,643,357
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,player,740,215,794,318
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,referee,1161,387,1226,517
yt1s-com---Resume-Liverpool-01-Burnley-Premier-League-J18-fps-2_00061_jpeg_jpg.rf.127954ec6ae281b97a7fe3ee3d29f62a.jpg,1280,720,football,403,489,428,516
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,24,70,40,91
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,41,90,55,115
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,68,103,84,129
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,60,69,76,93
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,87,78,101,100
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,131,71,144,101
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,166,80,181,109
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,197,57,211,80
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,193,122,212,154
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,147,73,157,89
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,300,67,315,90
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,301,92,319,120
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,284,79,299,106
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,271,77,287,108
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,player,253,138,273,176
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,referee,133,97,149,128
1-fps-2_00187_jpeg_jpg.rf.06c810f495c506181657101488c12987.jpg,398,224,football,120,35,126,41
1-fps-2_00034_jpeg_jpg.rf.1113fafe06e64276444b1388a52bf33e.jpg,398,224,player,53,98,72,127
1-fps-2_00034_jpeg_jpg.rf.1113fafe06e64276444b1388a52bf33e.jpg,398,224,player,46,126,61,157
1-fps-2_00034_jpeg_jpg.rf.1113fafe06e64276444b1388a52bf33e.jpg,398,224,player,68,171,86,206
1-fps-2_00034_jpeg_jpg.rf.1113fafe06e64276444b1388a52bf33e.jpg,398,224,player,128,114,143,148
1-fps-2_00034_jpeg_jpg.rf.1113fafe06e64276444b1388a52bf33e.jpg,398,224,player,214,45,225,70
1-fps-2_00034_jpeg_jpg.rf.1113fafe06e64276444b1388a52bf33e.jpg,398,224,player,296,121,311,159
1-fps-2_00034_jpeg_jpg.rf.1113fafe06e64276444b1388a52bf33e.jpg,398,224,player,354,98,369,129
1-fps-2_00034_jpeg_jpg.rf.1113fafe06e64276444b1388a52bf33e.jpg,398,224,football,140,91,148,97
1-fps-2_00033_jpeg_jpg.rf.17bc5c128e8a351808c463a4359b8cb8.jpg,398,224,player,77,111,92,140
1-fps-2_00033_jpeg_jpg.rf.17bc5c128e8a351808c463a4359b8cb8.jpg,398,224,player,91,99,111,120
1-fps-2_00033_jpeg_jpg.rf.17bc5c128e8a351808c463a4359b8cb8.jpg,398,224,player,98,149,113,182
1-fps-2_00033_jpeg_jpg.rf.17bc5c128e8a351808c463a4359b8cb8.jpg,398,224,player,169,105,183,138
1-fps-2_00033_jpeg_jpg.rf.17bc5c128e8a351808c463a4359b8cb8.jpg,398,224,player,253,40,265,65
1-fps-2_00033_jpeg_jpg.rf.17bc5c128e8a351808c463a4359b8cb8.jpg,398,224,player,328,119,343,156
1-fps-2_00033_jpeg_jpg.rf.17bc5c128e8a351808c463a4359b8cb8.jpg,398,224,player,388,97,398,128
1-fps-2_00033_jpeg_jpg.rf.17bc5c128e8a351808c463a4359b8cb8.jpg,398,224,football,120,105,129,113
